Word,Word,N_Dens (S),N_Freq (S) [1],N_Freq (S) [2],"N_Dens (S,A,D)","N_Freq (S,A,D) [1]","N_Freq (S,A,D) [2]",Neighbours,Neighbours,Edit distance to nw,Phon spread,C_coeff (sub only),C_coeff (SAD),Uniqueness point,n_watch
chimp,tʃɪmp,5,2.254912214,2.254912214,7,2.210381153,2.210381153,"['pɪmp', 'lɪmp', 'ɪmp', 'tʃɪp', 'tʃɒmp', 'tʃʌmp', 'tʃamp']","['pimp', 'limp', 'imp', 'chip', 'chomp', 'chump', 'champ']",2,2,0.4,0.285714286,5,"[2, 3, 0, 0]"
chimpanzee,tʃɪmpanˈziː,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0]"
chin,tʃɪn,21,2.226825092,2.338166346,23,2.20684835,2.307159639,"['wɪn', 'mɪn', 'dʒɪn', 'tʃʌɪn', 'tʃɪŋ', 'jɪn', 'ˈəːtʃɪn', 'θɪn', 'tɪn', 'sɪn', 'ʃɪn', 'pɪn', 'kɪn', 'ɪn', 'fɪn', 'dɪn', 'tʃɪk', 'tʃɪl', 'tʃɪp', 'tʃɪt', 'tʃəːn', 'tʃeɪn', 'bɪn']","['wynn', 'min', 'jinn', 'chine', 'ching', 'yin', 'urchin', 'thin', 'tin', 'sin', 'shin', 'pin', 'kin', 'inn', 'fin', 'din', 'chick', 'chill', 'chip', 'chit', 'churn', 'chain', 'bin']",1,3,0.433333333,0.411067194,4,"[13, 3, 5]"
China,ˈtʃʌɪnə,6,1.578045112,1.578045112,7,1.452462953,1.452462953,"['ˈwʌɪnə', 'ˈsʌɪnə', 'ˈʃʌɪnə', 'ˈmʌɪnə', 'tʃʌɪn', 'ˈlʌɪnə', 'ˈdʌɪnə']","['whiner', 'signer', 'shiner', 'mynah', 'chine', 'liner', 'diner']",2,1,1,0.714285714,5,"[6, 0, 0, 0]"
Chinese,tʃʌɪˈniːz,0,0,0,0,0,0,[],[],3,0,0,0,4,"[0, 0, 0, 0, 0]"
chip,tʃɪp,23,2.518930804,2.518930804,26,2.437076052,2.437076052,"['kɪp', 'tʃɪŋ', 'ˈtʃɪpi', 'zɪp', 'jɪp', 'wɪp', 'tɪp', 'sɪp', 'ʃɪp', 'rɪp', 'pɪp', 'nɪp', 'lɪp', 'hɪp', 'dʒɪp', 'dɪp', 'tʃɪk', 'tʃɪl', 'tʃɪmp', 'tʃɪn', 'ˈtʃɪpə', 'tʃəːp', 'tʃɪt', 'tʃɒp', 'tʃap', 'tʃiːp']","['kip', 'ching', 'chippy', 'zip', 'yip', 'whip', 'tip', 'sip', 'ship', 'rip', 'pip', 'nip', 'lip', 'hip', 'gyp', 'dip', 'chick', 'chill', 'chimp', 'chin', 'chipper', 'chirp', 'chit', 'chop', 'chap', 'cheap']",1,3,0.422924901,0.332307692,4,"[14, 4, 5]"
chipmunk,ˈtʃɪpmʌŋk,0,0,0,0,0,0,[],[],2,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
chiropractic,ˌkʌɪrə(ʊ)ˈpraktɪk,0,0,0,0,0,0,[],[],3,0,0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
chirp,tʃəːp,8,2.353224127,2.353224127,9,2.17821603,2.17821603,"['tʃəːl', 'ˈtʃəːpi', 'tʃɪp', 'tʃɒp', 'tʃəːtʃ', 'tʃəːn', 'tʃap', 'tʃiːp', 'bəːp']","['churl', 'chirpy', 'chip', 'chop', 'church', 'churn', 'chap', 'cheap', 'burp']",3,3,0.321428571,0.25,4,"[1, 4, 3]"
chisel,ˈtʃɪz(ə)l,3,0.853302208,1.279953313,5,0.788023573,0.985029467,"['ˈmɪz(ə)l', 'ˈtʃɪz(ə)ld', 'ˈtʃɪz(ə)lə', 'ˈsɪz(ə)l', 'ˈfɪz(ə)l']","['mizzle', 'chiselled', 'chiseller', 'sizzle', 'fizzle']",2,1,1,0.4,6,"[3, 0, 0, 0, 0]"
chive,tʃʌɪv,8,1.798360595,1.798360595,10,1.559100474,1.73233386,"['rʌɪv', 'tʃʌɪn', 'ʌɪv', 'dʒʌɪv', 'hʌɪv', 'fʌɪv', 'dʌɪv', 'tʃʌɪd', 'tʃʌɪm', 'tʃʌɪvz']","['rive', 'chine', ""i've"", 'jive', 'hive', 'five', 'dive', 'chide', 'chime', 'chives']",1,2,0.464285714,0.4,4,"[5, 0, 3]"
chloride,ˈklɔːrʌɪd,1,1.113943352,1.113943352,1,1.113943352,1.113943352,['ˈflɔːrʌɪd'],['fluoride'],3,1,0,0,5,"[1, 0, 0, 0, 0, 0]"
chlorine,ˈklɔːriːn,1,0.77815125,0.77815125,2,0.389075625,0.77815125,"['ˈflɔːriːn', 'ˈkɔːriːn']","['fluorine', 'chorine']",3,1,0,0,5,"[1, 0, 0, 0, 0, 0]"
chocolate,ˈtʃɒk(ə)lət,0,0,0,0,0,0,[],[],3,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
choice,tʃɔɪs,3,3.149213103,3.149213103,3,3.149213103,3.149213103,"['vɔɪs', 'tʃɛs', 'tʃeɪs']","['voice', 'chess', 'chase']",2,2,0.333333333,0.333333333,4,"[1, 2, 0]"
choir,ˈkwʌɪə,2,2.634749467,2.634749467,6,2.754281765,2.754281765,"['wʌɪə', 'skwʌɪə', 'ˈkwʌɪət', 'kwʌɪt', 'ˈkrʌɪə', 'əˈkwʌɪə']","['wire', 'squire', 'quiet', 'quite', 'crier', 'acquire']",3,2,0,0.133333333,5,"[0, 1, 0, 1]"
choke,tʃəʊk,16,2.290245696,2.290245696,19,2.14647654,2.14647654,"['təʊk', 'məʊk', 'tʃɛk', 'tʃɒk', 'ˈtʃəʊki', 'wəʊk', 'jəʊk', 'səʊk', 'pəʊk', 'əʊk', 'dʒəʊk', 'fəʊk', 'kəʊk', 'tʃɪk', 'ˈtʃəʊkə', 'tʃəʊz', 'tʃʌk', 'tʃɔːk', 'tʃiːk']","['toque', 'moke', 'cheque', 'choc', 'choky', 'woke', 'yoke', 'soak', 'poke', 'oak', 'joke', 'folk', 'coke', 'chick', 'choker', 'chose', 'chuck', 'chalk', 'cheek']",1,3,0.425,0.356725146,4,"[9, 6, 1]"
cholesterol,kəˈlɛstərɒl,0,0,0,0,0,0,[],[],5,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
choose,tʃuːz,8,2.773966337,3.170247243,11,2.395333944,2.927630376,"['uːz', 'huːz', 'juːz', 'ruːz', 'luːz', 'tʃuː', 'ˈtʃuːzi', 'tʃəʊz', 'tʃɪəz', 'tʃiːz', 'buːz']","['ouse', ""who's"", 'use', 'ruse', 'lose', 'chew', 'choosy', 'chose', 'cheers', 'cheese', 'booze']",1,2,0.464285714,0.327272727,4,"[5, 3, 0]"
choosey,ˈtʃuːzi,2,1.298847593,1.298847593,4,1.616084227,1.616084227,"['ˈbuːzi', 'ˈwuːzi', 'ˈuːzi', 'tʃuːz']","['boozy', 'woozy', 'oozy', 'choose']",3,1,1,0.5,4,"[2, 0, 0, 0]"
chop,tʃɒp,12,2.080175101,2.080175101,16,2.029648526,2.029648526,"['wɒp', 'fɒp', 'tʃɒk', 'sɒp', 'ʃɒp', 'lɒp', 'hɒp', 'tʃɪp', 'tʃəːp', 'tʃɒmp', 'ˈtʃɒpə', 'ˈtʃɒpi', 'tʃɒps', 'tʃap', 'tʃiːp', 'bɒp']","['wop', 'fop', 'choc', 'sop', 'shop', 'lop', 'hop', 'chip', 'chirp', 'chomp', 'chopper', 'choppy', 'chops', 'chap', 'cheap', 'bop']",1,3,0.409090909,0.25,4,"[7, 4, 1]"
choppy,ˈtʃɒpi,7,1.998822974,1.998822974,8,2.104218203,2.104218203,"['ˈsɒpi', 'ˈtʃɪpi', 'ˈtʃəːpi', 'ˈpɒpi', 'ˈkɒpi', 'tʃɒp', 'ˈtʃɒpə', 'tʃɒps']","['soppy', 'chippy', 'chirpy', 'poppy', 'copy', 'chop', 'chopper', 'chops']",1,3,0.238095238,0.25,4,"[3, 2, 0, 2]"
chops,tʃɒps,4,1.510669075,2.014225433,5,1.776932221,2.221165276,"['kɒps', 'tʃɒp', 'ˈtʃɒpə', 'ˈtʃɒpi', 'tʃaps']","['copse', 'chop', 'chopper', 'choppy', 'chaps']",3,3,0.166666667,0.3,5,"[1, 1, 0, 2]"
chopstick,ˈtʃɒpstɪk,0,0,0,0,0,0,[],[],2,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0]"
choral,ˈkɔːr(ə)l,6,1.464441146,2.196661719,8,1.391379894,2.22620783,"['ˈkɔːb(ə)l', 'ˈɔːr(ə)l', 'ˈkɒr(ə)l', 'ˈkɔːrə', 'ˈkɔːrəs', 'ˈkɔːd(ə)l', 'ˈkɔːz(ə)l', 'ˈkar(ə)l']","['corbel', 'oral', 'coral', 'corer', 'chorus', 'caudal', 'causal', 'carol']",3,3,0.266666667,0.178571429,5,"[0, 2, 3, 0, 1]"
chord,kɔːd,22,2.284504544,2.645215787,27,2.13194457,2.398437641,"['kəːd', 'ɡɔːd', 'kɔː', 'kɔːm', 'kɔːnd', 'kɔːs', 'kɔːl', 'bɔːd', 'wɔːd', 'sɔːd', 'lɔːd', 'kiːd', 'kɪd', 'hɔːd', 'fɔːd', 'kʌd', 'kɔːt', 'kɔːk', 'kɔːn', 'kəd', 'klɔːd', 'kɒd', 'kəʊd', 'kɔːz', 'kɑːd', 'ɔːd', 'əˈkɔːd']","['kurd', 'gord', 'cor', 'corm', 'corned', 'corse', 'caul', 'bawd', 'ward', 'sword', 'lord', 'keyed', 'kid', 'hoard', 'ford', 'cud', 'court', 'cork', 'corn', 'could', 'clawed', 'cod', 'code', 'cause', 'card', 'awed', 'accord']",1,3,0.303030303,0.245014245,4,"[7, 8, 7]"
chore,tʃɔː,23,2.213647768,2.314268121,25,2.259871193,2.354032493,"['jɔː', 'tɔː', 'nɔː', 'mɔː', 'lɔː', 'fɔː', 'kɔː', 'ɔː', 'wɔː', 'hɔː', 'θɔː', 'sɔː', 'ʃɔː', 'rɔː', 'pɔː', 'dʒɔː', 'ɡɔː', 'dɔː', 'tʃuː', 'tʃaʊ', 'tʃɛː', 'tʃɔːk', 'tʃɑː', 'tʃɪə', 'bɔː']","['yaw', 'tor', 'naw', 'mor', 'lor', 'faugh', 'cor', 'aw', 'wore', 'whore', 'thor', 'soar', 'shaw', 'raw', 'pore', 'jaw', 'gore', 'door', 'chew', 'chow', 'chair', 'chalk', 'char', 'cheer', 'bore']",2,2,0.644268775,0.603333333,3,"[18, 5]"
choreography,ˌkɒrɪˈɒɡrəfi,1,1.73239376,1.73239376,1,1.73239376,1.73239376,['kɒrɪˈɒɡrəfə'],['choreographer'],5,1,0,0,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
chorus,ˈkɔːrəs,6,1.51536092,1.51536092,7,1.298880788,1.51536092,"['ˈtɔːrəs', 'ˈpɔːrəs', 'ˈkɔːrə', 'ˈkɔːpəs', 'ˈkɔːr(ə)l', 'ˈkɔːʃəs', 'ˈkɔːkəs']","['taurus', 'porous', 'corer', 'corpus', 'choral', 'cautious', 'caucus']",2,3,0.266666667,0.238095238,5,"[2, 0, 3, 0, 1]"
chose,tʃəʊz,12,2.934074513,2.934074513,13,2.936649395,2.936649395,"['bəʊz', 'ðəʊz', 'rəʊz', 'pəʊz', 'nəʊz', 'həʊz', 'ɡəʊz', 'dəʊz', 'tʃəʊk', 'tʃuːz', 'ˈtʃəʊzn', 'tʃɪəz', 'tʃiːz']","['beaux', 'those', 'rose', 'pose', 'nose', 'hose', 'goes', 'doze', 'choke', 'choose', 'chosen', 'cheers', 'cheese']",1,3,0.46969697,0.397435897,4,"[8, 3, 1]"
chosen,ˈtʃəʊzn,0,0,0,1,2.979092901,2.979092901,['tʃəʊz'],['chose'],2,0,0,0,4,"[0, 0, 0, 0]"
chow,tʃaʊ,17,2.395982377,2.395982377,18,2.455260946,2.455260946,"['jaʊ', 'paʊ', 'maʊ', 'ˈlaʊ', 'haʊ', 'daʊ', 'tʃɔː', 'waʊ', 'vaʊ', 'ðaʊ', 'aʊ', 'naʊ', 'kaʊ', 'tʃuː', 'tʃɛː', 'tʃɑː', 'tʃɪə', 'baʊ']","['yow', 'pow', 'mao', 'landau', 'howe', 'dow', 'chaw', 'wow', 'vow', 'thou', 'ow', 'now', 'cow', 'chew', 'chair', 'char', 'cheer', 'bough']",2,2,0.558823529,0.575163399,3,"[12, 5]"
chowder,ˈtʃaʊdə,4,1.588548246,1.588548246,4,1.588548246,1.588548246,"['ˈhaʊdə', 'ˈpaʊdə', 'ˈɡaʊdə', 'ˈtʃɛdə']","['howdah', 'powder', 'gouda', 'cheddar']",3,2,0.5,0.5,3,"[3, 1, 0, 0]"
Christ,krʌɪst,3,1.820086736,1.820086736,3,1.820086736,1.820086736,"['krʌst', 'kriːst', 'krɛst']","['crust', 'creased', 'crest']",2,1,1,1,6,"[0, 0, 3, 0, 0]"
Christian,ˈkrɪstɪən,0,0,0,0,0,0,[],[],3,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0]"
Christianity,krɪstɪˈanɪti,0,0,0,0,0,0,[],[],2,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
Christmas,ˈkrɪsməs,0,0,0,0,0,0,[],[],3,0,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
chromosome,ˈkrəʊməsəʊm,0,0,0,0,0,0,[],[],1,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0]"
chronic,ˈkrɒnɪk,1,2.495544338,2.495544338,2,1.548802165,1.548802165,"['ʌɪˈrɒnɪk', 'ˈkɒnɪk']","['ironic', 'conic']",3,1,0,0,7,"[1, 0, 0, 0, 0, 0]"
chronicle,ˈkrɒnɪk(ə)l,0,0,0,3,1.042799756,1.042799756,"['ˈkɒnɪk(ə)l', 'ˈkrɒnɪk(ə)li', 'ˈkrɒnɪk(ə)lz']","['conical', 'chronically', 'chronicles']",2,0,0,0.333333333,9,"[0, 0, 0, 0, 0, 0, 0, 0]"
chronological,krɒnəˈlɒdʒɪk(ə)l,0,0,0,1,1.079181246,1.079181246,['krɒnəˈlɒdʒɪk(ə)li'],['chronologically'],4,0,0,0,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
chronology,krəˈnɒlədʒi,0,0,0,0,0,0,[],[],4,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0, 0]"
chubby,ˈtʃʌbi,3,1.65383867,1.65383867,4,1.526911012,1.526911012,"['tʃʌb', 'ˈtʌbi', 'ˈhʌbi', 'ˈtʃʌmi']","['chub', 'tubby', 'hubby', 'chummy']",2,2,0.333333333,0.166666667,4,"[2, 0, 1, 0]"
chuck,tʃʌk,20,2.355353159,2.355353159,22,2.260655865,2.260655865,"['rʌk', 'hʌk', 'fʌk', 'tʃʌb', 'ˈtʃʌkə', 'tʃɛk', 'tʃɒk', 'tʌk', 'sʌk', 'ʃʌk', 'pʌk', 'mʌk', 'lʌk', 'dʌk', 'tʃɪk', 'tʃəʊk', 'tʃʌɡ', 'tʃʌm', 'tʃʌŋk', 'tʃɔːk', 'tʃiːk', 'bʌk']","['ruck', 'huck', 'fuck', 'chub', 'chukka', 'cheque', 'choc', 'tuck', 'suck', 'shuck', 'puck', 'muck', 'luck', 'duck', 'chick', 'choke', 'chug', 'chum', 'chunk', 'chalk', 'cheek', 'buck']",2,3,0.384210526,0.316017316,4,"[11, 6, 3]"
chuckle,ˈtʃʌk(ə)l,3,1.74589817,1.74589817,4,1.384681126,1.384681126,"['ˈtʃʌkə', 'ˈsʌk(ə)l', 'ˈnʌk(ə)l', 'ˈbʌk(ə)l']","['chukka', 'suckle', 'knuckle', 'buckle']",3,1,1,0.5,5,"[3, 0, 0, 0, 0]"
chug,tʃʌɡ,14,2.277935598,2.277935598,14,2.277935598,2.277935598,"['pʌɡ', 'fʌɡ', 'tʃʌb', 'tʌɡ', 'θʌɡ', 'rʌɡ', 'mʌɡ', 'lʌɡ', 'dʒʌɡ', 'hʌɡ', 'dʌɡ', 'tʃʌk', 'tʃʌm', 'bʌɡ']","['pug', 'fug', 'chub', 'tug', 'thug', 'rug', 'mug', 'lug', 'jug', 'hug', 'dug', 'chuck', 'chum', 'bug']",1,2,0.637362637,0.637362637,4,"[11, 0, 3]"
chump,tʃʌmp,13,2.303445474,2.303445474,14,2.295763629,2.295763629,"['sʌmp', 'θʌmp', 'rʌmp', 'pʌmp', 'lʌmp', 'dʒʌmp', 'hʌmp', 'dʌmp', 'tʃɪmp', 'tʃɒmp', 'tʃʌm', 'ˈtʃʌmi', 'tʃamp', 'bʌmp']","['sump', 'thump', 'rump', 'pump', 'lump', 'jump', 'hump', 'dump', 'chimp', 'chomp', 'chum', 'chummy', 'champ', 'bump']",3,3,0.5,0.43956044,4,"[9, 3, 0, 1]"
chunk,tʃʌŋk,11,2.129675288,2.342642816,13,2.178766715,2.360330607,"['θʌŋk', 'tʃɪŋk', 'sʌŋk', 'pʌŋk', 'mʌŋk', 'dʒʌŋk', 'hʌŋk', 'ɡʌŋk', 'fʌŋk', 'dʌŋk', 'tʃʌk', 'ˈtʃʌŋki', 'bʌŋk']","['thunk', 'chink', 'sunk', 'punk', 'monk', 'junk', 'hunk', 'gunk', 'funk', 'dunk', 'chuck', 'chunky', 'bunk']",3,2,0.818181818,0.576923077,5,"[10, 1, 0, 0]"
church,tʃəːtʃ,7,1.706285666,1.706285666,7,1.706285666,1.706285666,"['tʃəːl', 'səːtʃ', 'pəːtʃ', 'ləːtʃ', 'tʃəːp', 'tʃəːn', 'bəːtʃ']","['churl', 'search', 'perch', 'lurch', 'chirp', 'churn', 'birch']",1,2,0.428571429,0.428571429,4,"[4, 0, 3]"
churn,tʃəːn,12,2.092114756,2.092114756,13,2.085029005,2.085029005,"['təːn', 'kəːn', 'tʃəːl', 'tʃʌɪn', 'jəːn', 'əːn', 'ləːn', 'fəːn', 'tʃɪn', 'tʃəːp', 'tʃəːtʃ', 'tʃeɪn', 'bəːn']","['tern', 'kern', 'churl', 'chine', 'yearn', 'urn', 'learn', 'fern', 'chin', 'chirp', 'church', 'chain', 'burn']",1,3,0.318181818,0.346153846,3,"[6, 3, 3]"
chute,ʃuːt,17,2.733974967,2.733974967,19,2.756166118,2.756166118,"['ʃat', 'ʃɪt', 'dʒuːt', 'kuːt', 'tuːt', 'suːt', 'ʃʌt', 'ʃiːt', 'ʃəːt', 'ʃuː', 'ˈʃuːtə', 'ʃɔːt', 'ʃɒt', 'ʃaʊt', 'ruːt', 'muːt', 'luːt', 'huːt', 'buːt']","['shat', 'shit', 'jute', 'coot', 'toot', 'suit', 'shut', 'sheet', 'shirt', 'shoe', 'shooter', 'short', 'shot', 'shout', 'root', 'moot', 'loot', 'hoot', 'boot']",1,2,0.470588235,0.374269006,4,"[9, 8, 0]"
cigar,sɪˈɡɑː,1,1.146128036,1.146128036,1,1.146128036,1.146128036,['ˈsɪtɑː'],['sitar'],1,1,0,0,4,"[0, 0, 1, 0]"
cigarette,sɪɡəˈrɛt,0,0,0,0,0,0,[],[],1,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
cinema,ˈsɪnɪmə,1,0,0,1,0,0,['ˈmɪnɪmə'],['minima'],1,1,0,0,7,"[1, 0, 0, 0, 0, 0]"
cinnamon,ˈsɪnəmən,0,0,0,0,0,0,[],[],3,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0]"
circle,ˈsəːk(ə)l,5,1.57619653,1.970245662,6,1.572880858,1.88745703,"['ˈsəːv(ə)l', 'ˈsʌk(ə)l', 'ˈsɪk(ə)l', 'ˈsʌɪk(ə)l', 'ˈsəːkə', 'ˈsəːkəs']","['serval', 'suckle', 'sickle', 'cycle', 'circa', 'circus']",3,3,0.3,0.266666667,6,"[0, 3, 1, 0, 1]"
circuit,ˈsəːkɪt,3,0.872682699,1.309024048,5,0.85030331,1.417172184,"['ˈsəːkəʊt', 'ˈsəːfɪt', 'ˈsɒkɪt', 'skɪt', 'ˈsəːklɪt']","['surcoat', 'surfeit', 'socket', 'skit', 'circlet']",3,3,0,0.1,6,"[0, 1, 1, 1, 0]"
circular,ˈsəːkjʊlə,1,1.414973348,1.414973348,1,1.414973348,1.414973348,['ˈsɛkjʊlə'],['secular'],2,1,0,0,8,"[0, 1, 0, 0, 0, 0, 0]"
circularity,səːkjəˈlarəti,0,0,0,0,0,0,[],[],3,0,0,0,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
circulate,ˈsəːkjʊleɪt,0,0,0,0,0,0,[],[],2,0,0,0,8,"[0, 0, 0, 0, 0, 0, 0, 0]"
circulation,səːkjʊˈleɪʃ(ə)n,0,0,0,0,0,0,[],[],7,0,0,0,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
circulatory,ˈsəːkjʊlət(ə)ri,0,0,0,0,0,0,[],[],2,0,0,0,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
circumcise,ˈsəːkəmsʌɪz,0,0,0,0,0,0,[],[],4,0,0,0,7,"[0, 0, 0, 0, 0, 0, 0, 0]"
circumcision,səːkəmˈsɪʒ(ə)n,0,0,0,0,0,0,[],[],6,0,0,0,7,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
circumference,səˈkʌmf(ə)r(ə)ns,0,0,0,0,0,0,[],[],3,0,0,0,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
circumstance,ˈsəːkəmst(ə)ns,0,0,0,0,0,0,[],[],3,0,0,0,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
circumstantial,səːkəmˈstanʃ(ə)l,0,0,0,0,0,0,[],[],5,0,0,0,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
circus,ˈsəːkəs,1,3.04060234,3.04060234,2,2.298452421,2.298452421,"['ˈsəːkə', 'ˈsəːk(ə)l']","['circa', 'circle']",4,1,0,1,5,"[0, 0, 0, 0, 1]"
citation,sʌɪˈteɪʃ(ə)n,0,0,0,1,3.605735894,3.605735894,['ˈsteɪʃ(ə)n'],['station'],4,0,0,0,4,"[0, 0, 0, 0, 0, 0, 0]"
citizen,ˈsɪtɪz(ə)n,0,0,0,0,0,0,[],[],2,0,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
citrus,ˈsɪtrəs,1,0.301029996,0.301029996,2,0.573064018,0.573064018,"['ˈsɪrəs', 'ˈsɪtr(ə)n']","['cirrus', 'citron']",2,1,0,0,6,"[0, 0, 0, 0, 0, 1]"
city,ˈsɪti,13,2.101766999,2.101766999,14,2.251701535,2.251701535,"['ˈtɪti', 'ˈsɪtɑː', 'ˈʃɪti', 'ˈsɪni', 'ˈbɪti', 'ˈwɪti', 'ˈsʊti', 'ˈsɪli', 'ˈsɪsi', 'sɪt', 'ˈsɪtə', 'ˈpɪti', 'ˈkɪti', 'ˈdɪti']","['titty', 'sitar', 'shitty', 'cine', 'bitty', 'witty', 'sooty', 'silly', 'sissy', 'sit', 'sitter', 'pity', 'kitty', 'ditty']",1,4,0.320512821,0.296703297,4,"[7, 1, 3, 2]"
civic,ˈsɪvɪk,2,1.300486448,1.300486448,3,1.30773073,1.30773073,"['ˈsɪvɪt', 'ˈsɪvɪks', 'ˈsɪnɪk']","['civet', 'civics', 'cynic']",2,2,0,0,6,"[0, 0, 1, 0, 1]"
civil,ˈsɪv(ə)l,3,0.993637313,1.490455969,6,0.988220817,1.185864981,"['ˈsəːv(ə)l', 'ˈsɪvəli', 'ˈswɪv(ə)l', 'ˈsnɪv(ə)l', 'ˈsɪk(ə)l', 'ˈsɪz(ə)l']","['serval', 'civilly', 'swivel', 'snivel', 'sickle', 'sizzle']",3,2,0.333333333,0.133333333,6,"[0, 1, 2, 0, 0]"
civilian,sɪˈvɪlj(ə)n,0,0,0,0,0,0,[],[],3,0,0,0,6,"[0, 0, 0, 0, 0, 0, 0, 0]"
civilization,ˌsɪvɪlʌɪˈzeɪʃ(ə)n,0,0,0,0,0,0,[],[],4,0,0,0,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
civilize,ˈsɪvɪlʌɪz,0,0,0,0,0,0,[],[],1,0,0,0,8,"[0, 0, 0, 0, 0, 0, 0]"
claim,kleɪm,6,2.037737714,2.445285256,11,2.277490982,2.50524008,"['kleɪv', 'ˈkleɪi', 'ˈkleɪmɔː', 'leɪm', 'fleɪm', 'kleɪ', 'klʌɪm', 'klam', 'keɪm', 'bleɪm', 'əˈkleɪm']","['clave', 'clayey', 'claymore', 'lame', 'flame', 'clay', 'climb', 'clam', 'came', 'blame', 'acclaim']",3,3,0.2,0.145454545,5,"[2, 0, 2, 2]"
clam,klam,10,1.963639967,1.963639967,15,1.944041693,1.944041693,"['lam', 'klan', 'ˈklamə', 'klak', 'slam', 'kram', 'klaŋ', 'klap', 'klaʃ', 'klʌɪm', 'kleɪm', 'klad', 'ˈklami', 'klamp', 'kam']","['lam', 'klan', 'clamour', 'claque', 'slam', 'cram', 'clang', 'clap', 'clash', 'climb', 'claim', 'clad', 'clammy', 'clamp', 'cam']",2,4,0.355555556,0.219047619,5,"[1, 1, 2, 6]"
clammy,ˈklami,2,1.749774813,1.749774813,4,1.450686421,1.934248561,"['ˈklamə', 'ˈkami', 'klam', 'klamp']","['clamour', 'cami', 'clam', 'clamp']",1,1,1,0.5,5,"[0, 0, 0, 0, 2]"
clamor,ˈklamə,8,1.342999209,1.790665612,10,1.352431098,1.690538873,"['ˈɡlamə', 'ˈkramə', 'ˈklaŋə', 'ˈklʌɪmə', 'ˈklapə', 'ˈklatə', 'klam', 'ˈklambə', 'ˈklami', 'klamp']","['glamour', 'crammer', 'clanger', 'climber', 'clapper', 'clatter', 'clam', 'clamber', 'clammy', 'clamp']",3,5,0.142857143,0.133333333,6,"[1, 1, 1, 3, 2]"
clamp,klamp,4,1.512781182,1.512781182,8,2.121687682,2.121687682,"['ˈklamə', 'lamp', 'kramp', 'klap', 'klʌmp', 'klam', 'ˈklami', 'kamp']","['clamour', 'lamp', 'cramp', 'clap', 'clump', 'clam', 'clammy', 'camp']",3,3,0.166666667,0.214285714,6,"[0, 1, 1, 0, 2]"
clan,klan,13,2.012701043,2.012701043,14,2.256616697,2.256616697,"['eɪˈlan', 'klak', 'klʌɪn', 'plan', 'flan', 'klaŋ', 'klap', 'klaʃ', 'kliːn', 'kləʊn', 'klaʊn', 'klad', 'klam', 'kan']","['elan', 'claque', 'cline', 'plan', 'flan', 'clang', 'clap', 'clash', 'clean', 'clone', 'clown', 'clad', 'clam', 'can']",1,3,0.307692308,0.263736264,5,"[3, 0, 4, 6]"
clank,klaŋk,7,1.83888153,2.145361785,10,1.529377464,1.699308293,"['ˈklaŋə', 'klak', 'klɪŋk', 'plaŋk', 'laŋk', 'flaŋk', 'kraŋk', 'klaŋ', 'klʌŋk', 'blaŋk']","['clanger', 'claque', 'clink', 'plank', 'lank', 'flank', 'crank', 'clang', 'clunk', 'blank']",2,4,0.19047619,0.2,5,"[3, 1, 2, 0, 1]"
clap,klap,11,1.879453756,1.879453756,15,2.024001207,2.024001207,"['klan', 'klak', 'slap', 'lap', 'flap', 'krap', 'klaŋ', 'ˈklapə', 'klaʃ', 'klɪp', 'klɒp', 'klad', 'klam', 'klamp', 'kap']","['klan', 'claque', 'slap', 'lap', 'flap', 'crap', 'clang', 'clapper', 'clash', 'clip', 'clop', 'clad', 'clam', 'clamp', 'cap']",1,4,0.309090909,0.20952381,5,"[2, 1, 2, 6]"
